trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
980,False,"{'a': 0.5, 'e': 0.10412328196584755}",25,14,-22.536960375787352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
981,False,"{'a': 0.5, 'e': 0.10391111027982222}",20,12,3.290384497453031,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.10369958644604925}",25,17,8.54115804245575,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.10348870782964516}",25,14,18.62724073422148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.10327847180910833}",30,23,13.065352696889647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.10306887577623745}",25,3,26.361762283716228,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.10285991713605075}",35,20,7.777050325785789,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.10265159330670551}",20,0,29.002044378253835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.10244390171941845}",30,18,23.949921083366256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.10223683981838647}",35,22,14.469178238659053,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.1020304050607081}",20,14,0.5061511910208045,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.10182459491630526}",25,15,20.620910700462737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.10161940686784598}",20,6,26.053476832902263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.10141483841066722}",25,16,3.423102524457984,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
